countyCode,city
ST,Ho Chi Minh City
CD,Udon Thani
FJ,Budapest
LB,Podgorica
AW,Salt Lake City
LC,Lagos
CS,Panama City
BM,Rockhampton
NR,Da Nang
NF,El Paso
MT,Niamey
IT,Francistown
TC,Almaty
ZA,Ciudad del Este
NR,Chicago
BO,Padang
FO,Odessa
TL,Enugu
TO,Banda Aceh
MU,Ho Chi Minh City
PF,Tiraspol
HT,Kota Bharu
GE,Yellowknife
LY,Guatemala City
ET,Canberra
JP,Dibrugarh
US,Muscat
LY,Roseau
MG,Huế
AG,Thiès
KG,Jeddah
CN,Las Vegas
CR,Monaco
GW,Ahmedabad
GP,Cartagena
BE,San José
CG,Jerusalem
DE,Islamabad
IQ,Espoo
VU,Algiers
VE,Leipzig
LU,Punta Arenas
LB,Tegucigalpa
BY,Sukhumi
AX,Multan
PH,Adana
GL,Canberra
DK,Bergen
ST,Turin
CY,Jayapura
AT,Porto
TT,Tehran
DO,Minsk
SD,Rome
TT,Lhasa
AG,Timbuktu
AX,Cleveland
NR,Hanga Roa
FM,Sana'a
TT,Freetown
FO,Kingston
BE,Nairobi
FO,Saskatoon
PM,Madrid
BW,Port Vila
GH,Kandahar
UZ,Bucharest
MW,Charlotte Amalie
UM,Rio Branco
IN,Jinan
BV,Nagoya
LV,Patna
SK,Darwin
AG,Caracas
SN,Taiyuan
WS,Pago Pago
KY,Tegucigalpa
MA,Istanbul
BW,Nakhon Ratchasima
GI,Koulikoro
YE,Jacksonville
ET,Cleveland
SC,New Orleans
CC,Asunción
PS,Indianapolis
ZW,Nairobi
DE,Quezon City
JE,Amman
CU,Minsk
PH,New York City
PE,Abuja
GU,Anadyr (town)
MZ,Cartagena
NO,Toulouse
BV,Padang
KE,Khartoum
TV,Chihuahua
AG,Bangkok
TN,Kobe
AX,Labasa
LS,Kuala Lumpur
UY,Mecca
CC,San Diego
CY,Suez
AO,Baghdad
OM,Vatican City
TH,Tokyo
JO,St. Louis
SO,Salt Lake City
VU,Birmingham
TM,Moroni
EC,Chongqing
CR,Omsk
KG,Mandurah
TZ,Mersin
BV,Ottawa
SN,San Carlos de Bariloche
ZA,Djibouti (city)
FR,Casablanca
VG,Málaga
PH,Ushuaia
CX,Guwahati
SM,Sitka
IQ,Aberdeen
SV,Melbourne
MY,Palembang
AF,Nashville
DM,Alor Star
GY,Gaborone
ID,Douglas
CN,Bratislava
BY,Huế
PR,Glasgow
ID,Quebec City
BZ,Luanda
GT,Auckland
IL,Riverside
VC,Bridgetown
CX,Port-au-Prince
HK,Hat Yai
BY,Portland
PR,City of Halifax
CF,Moroni
KZ,Nizhny Novgorod
FO,New Delhi
MN,Konya
WS,Banda Aceh
HM,Hat Yai
SD,Taipei
CM,Accra
PL,Pune
CN,Bamako
PN,Nassau
TF,Sofia
MM,Mashhad
EE,Recife
SK,Tucson
AS,Asunción
UM,Manaus
FR,Rome
HR,Birmingham
TM,Taiyuan
CK,Tallinn
KM,Bloemfontein
NF,Malabo
TT,Jakarta
CV,Fort-de-France
UZ,Kaohsiung
GD,Ipoh
CL,Santiago
VC,Jakarta
IE,Mumbai
CH,Jayapura
TR,Bursa
DM,Cannes
AZ,Abidjan
EH,Kiev
PT,Hilo
CH,São Paulo
AE,Barcelona
GL,Thiès
ER,Belize City
BD,Multan
MO,Quezon City
RW,Pattaya
PT,Recife
GD,Astana
TV,Fortaleza
CI,Brasília
AU,Istanbul
SL,Boa Vista
MM,Ciudad del Este
ID,Quito
PK,Iquitos
BZ,Enugu
LK,Adelaide
FR,Andorra la Vella
PM,Dibrugarh
MZ,Baghdad
GR,Pelotas
FM,Pago Pago
PS,Belfast
PL,Moscow
LY,Juneau
GP,Cincinnati
SC,Kraków
FO,Brasília
HK,Zapopan
IM,Vientiane
ID,Malmö
ET,Handan
IL,Antofagasta
PL,Cairo
UZ,Quebec City
GT,Ambon
UM,Nakhon Ratchasima
CH,Cannes
BW,Warsaw
UM,Lahore
TK,Lagos
IR,Tijuana
FI,Mumbai
FM,Djibouti (city)
LB,Glasgow
UZ,Fort-de-France
AT,Davao City
KN,Namangan
MY,Zagreb
AM,Ho Chi Minh City
VG,Lanzhou
GN,Santo Domingo
FJ,Bloemfontein
RU,Freetown
KW,Chongqing
MO,Monterrey
AS,Kanpur
MR,Lusaka
VE,Kobe
GD,Batticaloa
TC,Chişinău
EC,Mashhad
BN,Cebu City
BW,Ürümqi
NE,Port Blair
CY,Adamstown
SN,Yamoussoukro
PS,The Hague
TL,Yaoundé
JO,Honiara
GT,Rabi Island
NC,Wonsan
PH,Memphis
GY,City of San Marino
GE,Port Hedland
MS,Quetzaltenango
CF,Puerto Williams
NO,Ljubljana
MZ,Nakhon Ratchasima
MS,Mwanza
MN,Magadan
AS,Brasília
AT,Suez
ER,Concepción
IS,Tucson
RO,Podgorica
TJ,Doha
BE,Bulawayo
ET,Kanpur
EH,Málaga
CF,Stuttgart
PW,Honolulu
NU,San Fernando
BJ,Santiago de Cuba
GN,Palikir
JM,Valdivia
CG,Ibiza
PM,Vancouver
BV,Luxor
CA,İzmir
MV,Fort-de-France
DO,Brussels
SE,Iquique
HK,Amritsar
PM,Rockhampton
IO,Wichita
HN,Vancouver
SI,Geelong
BT,Cleveland
MW,Barranquilla
GL,Sucre
HR,Nashville
PK,Guatemala City
ER,Perth
BN,Honiara
CR,Lhasa
HR,Durban
IN,Bujumbura
GE,Sacramento
MR,Cuiabá
BR,Zagreb
BR,Jeddah
MS,Tashkent
GY,Quebec City
MS,Seattle
RW,Kaohsiung
PT,Jerusalem
PL,Budapest
FI,Tamale
GU,Asmara
AR,Macapá
CZ,Boston
US,Palma
SE,Geelong
CC,Anchorage
PE,Denver
CX,Ho Chi Minh City
IR,Atlanta
MT,Vientiane
NF,Rosario
HM,Hyderabad
SK,Kingstown
MP,Santa Cruz de la Sierra
EE,Beijing
KG,Multan
TG,Minsk
TL,San Fernando
IT,Cayenne
LB,El Paso
PM,The Valley
DM,Porto Velho
BD,Paris
AR,Hai Phong
VU,Quezon City
CS,Labasa
JM,Cairns
TD,Dalian
MH,Riyadh
PR,Porto Alegre
HN,Detroit
EG,Belém
IQ,Guangzhou
AL,Hangzhou
AG,Luxor
MZ,Nagoya
GR,Tórshavn
BR,Dar es Salaam
FM,Sana'a
CL,Zagreb
SV,Cuiabá
DO,Kota Kinabalu
CI,Harare
TM,Vilnius
IL,Oklahoma City
FI,Edinburgh
CD,Nukus
FK,Brazzaville
TN,Taipei
KG,Koulikoro
SZ,Maracaibo
GH,Mendoza
GA,Thiès
NR,Saskatoon
NF,Buffalo
SV,Adelaide
AW,Puerto Williams
NZ,Hiroshima
IO,San Francisco
FO,Kaliningrad
OM,Perth
KZ,Salt Lake City
IN,Cotonou
MV,Louisville
QA,Doha
CZ,Pristina
MW,Malé
PH,Basse-Terre
NA,Miri
YT,Yakutsk
KG,Zhengzhou
GH,St. John's
IL,Khartoum
TT,Canberra
AS,Makati City
FO,Cannes
KE,Hangzhou
MM,Banjul
CO,Frankfurt
CG,Dallas
AQ,Brikama
NC,Gibraltar
BE,Ponta Delgada
MO,San Antonio
SY,Kobe
NG,Hobart
CX,Port Blair
AL,Lyon
VI,Buenos Aires
BV,Harare
AM,Hiroshima
BY,Rabi Island
AZ,Surat Thani
NG,Serekunda
TD,Hargeisa
SG,Adelaide
UY,Minneapolis
AE,Kawasaki
IE,Santa Cruz de la Sierra
MN,Shigatse
FJ,Samara
WS,Seville
BW,Mexicali
VG,Cairo
MN,San Diego
TD,Macapá
AT,Saint-Pierre
MY,Dar es Salaam
EG,Shigatse
BR,Pontianak
ID,Lhasa
LC,Wichita
IO,Santa Cruz de Tenerife
SL,Praia
LB,Castries
YT,Vitória
BR,Harbin
TR,Jinan
KY,Pattaya
NE,Saint-Pierre
LY,Malé
NF,Lahore
IL,Caracas
SM,Port of Spain
JO,Tripoli
CF,Düsseldorf
PA,Virginia Beach
CV,Santiago de Cuba
GF,Riga
AE,Iqaluit
KZ,Shijiazhuang
AM,Thimphu
SO,Luanda
DM,Jersey City
TR,São Tomé
DK,Leeds
LA,Dushanbe
YT,Stuttgart
FK,Semarang
SO,Riga
AO,Rockhampton
NR,Rio Branco
JP,Zamboanga City
MY,Montevideo
CA,Quito
LI,Lobamba
LT,Asunción
LK,Sofia
DJ,Thessaloniki
BJ,Jinan
EE,Saint John
PH,Kaohsiung
KI,Tampa
MO,Avarua
TG,Nizhny Novgorod
IR,Reykjavík
SJ,Zagreb
TK,Zürich
YE,Las Palmas de Gran Canaria
IO,Rosario
HM,Madrid
FR,Cairns
DE,Kolkata
GR,Fortaleza
SH,Makati City
SZ,Wuhan
BG,Manzini
DZ,Bratislava
HM,Shenyang
SC,New Delhi
AF,Oranjestad
PS,Tbilisi
HR,Ushuaia
HT,Dalian
AN,St. John's
MM,Medan
GH,Kaesong
GU,Porto Velho
AT,Semarang
BY,Angra do Heroísmo
HT,Canberra
TN,Dodoma
MY,Mwanza
KR,Samara
US,Dubai
PA,Toulouse
VU,Ho Chi Minh City
SJ,Concepción
FI,Karachi
KN,Kawasaki
EE,Zürich
AS,Hanoi
LC,Damascus
CS,Atlanta
IE,San Juan
SG,Assis
CX,Jayapura
AX,Kigali
DM,Omsk
BZ,San Antonio
KY,Riga
BI,Munich
JE,Colombo
RU,St. George's
FO,Melekeok
BH,Quito
CK,Paris
BW,Weno
KN,New Delhi
QA,Jersey City
FO,Panama City
AN,Dibrugarh
HU,Udon Thani
AG,Paramaribo
OM,Labasa
LU,Maceió
DM,Buffalo
LS,Dallas
GG,Rockhampton
JE,Ankara
SR,Campinas
NU,Ciudad del Este
JE,Ashgabat
FM,Rawalpindi
TZ,Chengdu
GT,Kaliningrad
TZ,Udon Thani
AS,Oslo
AM,Taichung
TG,Salzburg
YT,Shigatse
PR,Reykjavík
EC,Bissau
SH,Denpasar
WF,Tokyo
AT,Montevideo
GA,Mogadishu
CD,Peshawar
KG,Barcelona
LV,Espoo
SY,Kano
GT,Hong Kong
MM,Bahía Blanca
TW,Taiyuan
KR,Shillong
VN,Faisalabad
NG,Riyadh
MQ,Greenwich
SV,Bujumbura
CL,Pune
FR,Louisville
CA,Rochester
IT,Ndola
ID,Cork (city)
SC,Ouagadougou
DK,Birkirkara
BA,Beijing
GD,Newcastle
NZ,Da Nang
AF,Dili
SY,Koulikoro
PS,Lilongwe
NL,Linz
CK,Casablanca
PF,Reykjavík
PM,Pekanbaru
SH,Bulawayo
AF,Cotonou
HT,Oklahoma City
MC,Saint Petersburg
GQ,Cairo
MT,Mandurah
RO,Gaziantep
KR,Road Town
GU,Cologne
ET,Nassau
GW,Port of Spain
GQ,Boa Vista
GE,Monterrey
PT,Ottawa
CI,Seattle
ZW,Fortaleza
ER,Vitória
CX,Calgary
PE,Tallinn
LU,Winnipeg
AD,Bissau
GP,Chengdu
AL,Minneapolis
YE,Kansas City
NL,Jamestown
TW,Memphis
VN,São Paulo
BI,Dededo
GF,São Paulo
ZW,Yaoundé
TF,Quetzaltenango
ZM,Kaesong
DJ,Rochester
MW,Phoenix
AT,Kandahar
ET,Santiago de Cuba
GB,Birkirkara
MK,Bahía Blanca
TW,Stuttgart
CU,Birmingham
GW,Atlanta
ZM,Adana
CU,Karachi
NF,Paramaribo
UM,Bratsk
EH,Rome
KN,Moscow
AR,Siem Reap
JP,Pago Pago
CZ,Manzini
UM,Djibouti (city)
KM,Astana
SY,Papeete
TC,London
BS,Tel Aviv
GA,Bishkek
EH,Jersey City
SR,Dresden
IN,Freetown
BJ,Salt Lake City
BJ,Ashgabat
KN,Ho Chi Minh City
PW,Helsinki
BF,Córdoba
NP,Stuttgart
PK,Lagos
GB,Maputo
IE,Kraków
SZ,Medellín
MS,Valdivia
RE,Surat Thani
RU,Johor Bahru
VI,Gaborone
TV,Yogyakarta (city)
PH,Kiev
CM,Auckland
BO,Roseau
MA,Ushuaia
MN,Curitiba
PG,Johor Bahru
MV,Bursa
SM,Alexandria
BZ,Muscat
MW,Surabaya
SY,New Orleans
DK,Guatemala City
TT,Durban
JM,Timbuktu
DK,Moroni
ZA,Port Vila
IS,Guayaquil
CC,Kyoto
ZM,Sucre
SB,Ipoh
KW,Asmara
KM,Vienna
GT,Birmingham
MN,Yogyakarta (city)
DO,Jayapura
FR,Enugu
PL,Balikpapan
CO,San Fernando
FK,Xi'an
BD,Lucknow
MA,Thimphu
NZ,Nairobi
BB,Juneau
CF,Tirana
TG,Macapá
JO,Labasa
BN,Hiroshima
GL,Da Nang
BI,Cairns
MQ,Aberdeen
NL,Zapopan
TW,Manzini
DE,Sucre
HT,Simferopol
GY,Enugu
GS,Regina
CF,Zagreb
CL,Belmopan
CS,Cape Town
MZ,Baghdad
LB,Palikir
BO,Amsterdam
GA,Jeddah
EG,Yaren District
MX,South Tarawa
MY,Tartu
TH,Lucknow
CK,Basra
AW,Havana
QA,Kuching
VN,Las Palmas de Gran Canaria
PK,Geneva
KH,Detroit
CS,Nagpur
PK,Huế
BS,Accra
DJ,Assis
BD,Lahore
MR,Moroni
EH,Geelong
NF,Punta Arenas
HK,Rawalpindi
BS,Split (city)
AG,Tehran
ID,Yamoussoukro
PL,Cebu City
TC,Hamburg
BB,Canberra
CU,Johor Bahru
CD,Lanzhou
KE,Avarua
MY,Tirana
NA,Huế
UZ,Kathmandu
YE,Nakhon Ratchasima
MT,Rawalpindi
CY,Pyongyang
AU,Wuhan
PS,Niamey
IE,Douglas
EE,Milwaukee
PM,Kigali
GD,Luanda
MK,Kota Kinabalu
MU,Bandung
MK,Tartu
CR,Guadalajara
JP,Glasgow
AQ,Campinas
AO,Kiev
MU,Dededo
CD,Honiara
PS,Fort-de-France
ML,Moscow
CV,Kigali
SJ,Muscat
TJ,Düsseldorf
BB,Medan
JE,Paris
MK,Palma
NC,Gaziantep
BJ,Chongjin
RU,Moscow
AE,Darwin
MZ,City of San Marino
IT,Ürümqi
NO,New York City
VG,Palembang
MS,Maceió
GL,Cairns
RE,Sri Jayawardenapura-Kotte
GL,Saskatoon
AN,São Paulo
IL,Alofi
HK,Bratislava
YE,Medellín
RW,Roseau
FK,Paris
GI,Livingstone
DM,Nashville
MG,Kiev
CK,Puebla
UA,Libreville
MM,Kandy
GS,Gaziantep
GQ,Jamestown
US,Doha
CH,Yamoussoukro
MO,Andorra la Vella
EC,Shenzhen
CO,Wonsan
UY,Surat
MN,Managua
VG,Sabha
PM,Lahore
KP,Chennai
LR,Gaborone
NP,Banjul
VC,Dushanbe
TR,Auckland
LC,Nakhon Ratchasima
MR,Saint-Denis
AU,Maracaibo
CA,Linz
DZ,Hanga Roa
IM,Makati City
FK,Rockhampton
SM,Phoenix
VA,Vancouver
NP,Iloilo City
NO,Baku
DJ,Wonsan
LI,Managua
DM,Fukuoka
